nu,I,tau,Gamma',E',J',Ka',Kc',GammaRot',v1',v2',v3',v4',v5',v6',GammaVib',,"Gamma ""","E""","J""","GammaVib""","Ka""","Kc""","GammaRot""",
6753.375414,5.25E-24,3.07E-02,A1,6873.509338,7,2,6,A1,0,2,0,1,0,0,A1,<-,A2,120.133924,8,A1,2,7,A2,
6753.461821,1.71E-24,8.76E-03,B2,7008.80878,5,4,2,A1,1,1,0,0,0,2,B2,<-,B1,255.346959,6,A1,5,1,B1,
6753.461838,1.71E-24,8.76E-03,B1,7008.808797,5,4,1,A2,1,1,0,0,0,2,B2,<-,B2,255.346959,6,A1,5,2,B2,
6753.554336,1.25E-24,1.75E-03,B1,6874.496326,10,2,8,A1,0,1,1,0,0,1,B1,<-,B2,120.94199,9,A1,1,8,B2,
6753.814723,2.08E-23,4.08E-02,B1,6811.294317,5,1,5,B1,0,2,0,1,0,0,A1,<-,B2,57.479594,6,A1,1,6,B2,
6753.847361,1.45E-24,3.96E-03,B1,7049.002871,12,3,9,B1,0,2,0,1,0,0,A1,<-,B2,295.15551,13,A1,3,10,B2,
6754.103912,1.03E-24,5.82E-03,B1,7213.475079,13,3,11,B1,0,0,2,1,0,0,A1,<-,B2,459.371167,14,A1,5,10,B2,
6754.143359,1.26E-24,1.73E-03,B2,6828.032879,8,2,7,A2,0,1,1,0,0,1,B1,<-,B1,73.88952,7,A1,1,7,B1,
6754.159579,1.41E-24,3.86E-03,B2,7049.142667,12,1,11,B1,0,1,0,1,1,1,A2,<-,B1,294.983088,13,A1,3,11,B1,
6754.217724,2.65E-24,5.27E-03,B2,6878.914682,7,4,3,A2,0,1,1,0,0,1,B1,<-,B1,124.696958,6,A1,3,3,B1,
6754.219285,2.64E-24,5.26E-03,B1,6878.914403,7,4,4,A1,0,1,1,0,0,1,B1,<-,B2,124.695118,6,A1,3,4,B2,
6754.247981,7.26E-24,4.71E-02,A1,6790.608911,4,0,4,A1,0,2,0,1,0,0,A1,<-,A2,36.36093,5,A1,0,5,A2,
6754.420446,1.71E-24,1.85E-02,A1,7106.461503,12,4,8,A1,0,2,0,1,0,0,A1,<-,A2,352.041057,13,A1,4,9,A2,
6754.474876,1.78E-24,1.93E-02,A2,7106.511909,12,4,9,A2,0,2,0,1,0,0,A1,<-,A1,352.037033,13,A1,4,10,A1,
6754.669575,3.64E-24,1.66E-02,B1,7119.302843,10,5,5,B1,1,0,1,0,0,2,A1,<-,B2,364.633268,11,A1,5,6,B2,
6754.670603,3.86E-24,1.76E-02,B2,7119.303861,10,5,6,B2,1,0,1,0,0,2,A1,<-,B1,364.633258,11,A1,5,7,B1,
6754.778169,2.41E-24,5.73E-03,B2,6915.954216,7,3,4,B2,0,2,0,1,0,0,A1,<-,B1,161.176047,8,A1,3,5,B1,
6754.798046,2.42E-24,5.77E-03,B1,6915.963993,7,3,5,B1,0,2,0,1,0,0,A1,<-,B2,161.165947,8,A1,3,6,B2,
6754.803622,1.79E-24,3.36E-03,B2,6915.979669,9,2,8,A1,0,1,1,1,0,0,B2,<-,B1,161.176047,8,A1,3,5,B1,
6754.841644,6.17E-24,1.50E-02,B1,6989.04991,10,3,7,B1,0,2,0,1,0,0,A1,<-,B2,234.208266,11,A1,3,8,B2,
6754.878827,5.94E-24,1.44E-02,B2,6989.021887,10,3,8,B2,0,2,0,1,0,0,A1,<-,B1,234.14306,11,A1,3,9,B1,
6754.917004,1.85E-24,3.47E-03,B1,6916.082951,9,2,7,A2,0,1,1,1,0,0,B2,<-,B2,161.165947,8,A1,3,6,B2,
6754.951796,1.02E-24,1.50E-03,B2,6815.818685,7,1,6,B2,1,0,0,2,2,0,A1,<-,B1,60.866889,6,A1,1,5,B1,
6755.315937,3.06E-24,1.36E-02,B1,7093.232122,9,5,5,B1,1,0,1,0,0,2,A1,<-,B2,337.916185,10,A1,5,6,B2,
6755.344736,1.34E-24,1.94E-03,B2,6901.275672,11,2,9,A2,0,1,1,0,0,1,B1,<-,B1,145.930936,10,A1,1,9,B1,
6755.395039,3.53E-24,1.57E-02,B2,7093.311227,9,5,4,B2,1,0,1,0,0,2,A1,<-,B1,337.916188,10,A1,5,5,B1,
6755.687969,4.80E-24,2.95E-02,A1,6856.718059,6,2,4,A1,0,2,0,1,0,0,A1,<-,A2,101.03009,7,A1,2,5,A2,
6755.68821,1.89E-23,4.27E-02,B1,6801.514785,4,1,3,B1,0,2,0,1,0,0,A1,<-,B2,45.826575,5,A1,1,4,B2,
6755.801426,4.95E-24,3.04E-02,A2,6856.533898,6,2,5,A2,0,2,0,1,0,0,A1,<-,A1,100.732472,7,A1,2,6,A1,
6755.808319,2.90E-24,1.17E-01,B1,7548.287051,9,8,1,A2,0,2,0,1,0,0,B2,<-,B2,792.478732,10,A1,9,2,B2,
6755.808319,2.90E-24,1.17E-01,B2,7548.287051,9,8,2,A1,0,2,0,1,0,0,B2,<-,B1,792.478732,10,A1,9,1,B1,
6755.913265,1.86E-24,1.08E-02,B1,6996.690886,4,4,1,A2,1,1,0,0,0,2,B2,<-,B2,240.777621,5,A1,5,0,B2,
6755.913267,1.86E-24,1.08E-02,B2,6996.690888,4,4,0,A1,1,1,0,0,0,2,B2,<-,B1,240.777621,5,A1,5,1,B1,
6756.217304,1.83E-23,4.09E-02,B2,6799.62343,4,1,4,B2,0,2,0,1,0,0,A1,<-,B1,43.406126,5,A1,1,5,B1,
6756.277669,1.99E-24,3.47E-03,B2,6902.208605,9,0,9,A2,0,1,1,0,0,1,B1,<-,B1,145.930936,10,A1,1,9,B1,
6756.506853,1.44E-24,3.67E-03,B2,7019.959146,11,3,8,B2,1,0,0,2,2,0,A1,<-,B1,263.452293,12,A1,3,9,B1,
6756.588763,2.41E-24,4.61E-03,B1,6898.306487,8,4,4,A1,0,1,1,0,0,1,B1,<-,B2,141.717724,7,A1,3,4,B2,
6756.592554,2.41E-24,4.59E-03,B2,6898.305681,8,4,5,A2,0,1,1,0,0,1,B1,<-,B1,141.713127,7,A1,3,5,B1,
6756.689945,6.18E-24,4.86E-02,A2,6780.950825,3,0,3,A2,0,2,0,1,0,0,A1,<-,A1,24.26088,4,A1,0,4,A1,
6756.91985,2.15E-24,8.63E-02,B2,7525.172373,8,8,0,A1,0,1,1,1,0,0,B2,<-,B1,768.252523,9,A1,9,1,B1,
6756.91985,2.15E-24,8.63E-02,B1,7525.172373,8,8,1,A2,0,1,1,1,0,0,B2,<-,B2,768.252523,9,A1,9,0,B2,
6757.098373,1.63E-24,2.19E-03,B1,6849.730366,9,2,8,A1,0,1,1,0,0,1,B1,<-,B2,92.631993,8,A1,1,8,B2,
6757.120165,1.40E-24,2.12E-03,B1,6930.508909,12,2,10,A1,0,1,1,0,0,1,B1,<-,B2,173.388744,11,A1,1,10,B2,
6757.13907,2.08E-24,3.94E-03,B1,6940.21386,10,2,9,A2,0,1,1,1,0,0,B2,<-,B2,183.07479,9,A1,3,6,B2,
6757.142571,1.83E-24,1.85E-02,A2,7077.571423,11,4,7,A2,0,2,0,1,0,0,A1,<-,A1,320.428852,12,A1,4,8,A1,
6757.173904,1.90E-24,1.91E-02,A1,7077.600621,11,4,8,A1,0,2,0,1,0,0,A1,<-,A2,320.426717,12,A1,4,9,A2,
6757.214192,1.05E-24,1.48E-03,B1,6835.617414,8,1,7,B1,1,0,0,2,2,0,A1,<-,B2,78.403222,7,A1,1,6,B2,
6757.232025,3.22E-24,1.43E-02,B1,7095.14821,9,5,5,B1,1,0,1,0,0,2,A1,<-,B2,337.916185,10,A1,5,6,B2,
6757.232709,3.15E-24,1.40E-02,B2,7095.148897,9,5,4,B2,1,0,1,0,0,2,A1,<-,B1,337.916188,10,A1,5,5,B1,
6757.275703,2.67E-24,6.66E-03,B1,6898.993427,6,3,3,B1,0,2,0,1,0,0,A1,<-,B2,141.717724,7,A1,3,4,B2,
6757.285268,2.68E-24,6.68E-03,B2,6898.998395,6,3,4,B2,0,2,0,1,0,0,A1,<-,B1,141.713127,7,A1,3,5,B1,
6757.327359,2.18E-24,4.12E-03,B2,6940.381982,10,2,8,A1,0,1,1,1,0,0,B2,<-,B1,183.054623,9,A1,3,7,B1,
6757.428867,6.50E-24,1.53E-02,B2,6964.846319,9,3,6,B2,0,2,0,1,0,0,A1,<-,B1,207.417452,10,A1,3,7,B1,
6757.455231,6.35E-24,1.49E-02,B1,6964.835314,9,3,7,B1,0,2,0,1,0,0,A1,<-,B2,207.380083,10,A1,3,8,B2,
6758.017584,2.75E-24,1.21E-02,B2,7071.647003,8,1,7,B1,0,1,0,1,1,1,A2,<-,B1,313.629419,9,A1,5,5,B1,
6758.14397,1.56E-23,4.28E-02,B2,6791.430603,3,1,2,B2,0,2,0,1,0,0,A1,<-,B1,33.286633,4,A1,1,3,B1,
6758.149718,4.72E-24,2.08E-02,B1,7071.779138,8,4,4,A1,0,0,1,1,1,1,B1,<-,B2,313.62942,9,A1,5,4,B2,
6758.153744,4.36E-24,2.92E-02,A2,6842.068018,5,2,3,A2,0,2,0,1,0,0,A1,<-,A1,83.914274,6,A1,2,4,A1,
6758.227069,4.45E-24,2.98E-02,A1,6841.975371,5,2,4,A1,0,2,0,1,0,0,A1,<-,A2,83.748302,6,A1,2,5,A2,
6758.367841,2.02E-24,8.90E-03,B2,7071.99726,8,1,7,B1,0,1,0,1,1,1,A2,<-,B1,313.629419,9,A1,5,5,B1,
6758.489056,1.01E-24,8.83E-02,A2,7570.946342,14,7,7,B1,0,2,0,1,0,0,B2,<-,A1,812.457286,15,A1,8,8,A1,
6758.491883,1.01E-24,8.80E-02,A1,7570.949169,14,7,8,B2,0,2,0,1,0,0,B2,<-,A2,812.457286,15,A1,8,7,A2,
6758.613188,1.50E-23,4.07E-02,B1,6790.285793,3,1,3,B1,0,2,0,1,0,0,A1,<-,B2,31.672605,4,A1,1,4,B2,
6758.888197,1.31E-24,2.12E-03,B2,6962.193943,13,2,11,A2,0,1,1,0,0,1,B1,<-,B1,203.305746,12,A1,1,11,B1,
6758.957883,2.14E-24,4.02E-03,B2,6920.13393,9,4,5,A2,0,1,1,0,0,1,B1,<-,B1,161.176047,8,A1,3,5,B1,
6758.96603,2.12E-24,3.98E-03,B1,6920.131977,9,4,6,A1,0,1,1,0,0,1,B1,<-,B2,161.165947,8,A1,3,6,B2,
6759.129275,4.86E-24,5.10E-02,A1,6773.695557,2,0,2,A1,0,2,0,1,0,0,A1,<-,A2,14.566282,3,A1,0,3,A2,
6759.170961,1.91E-24,7.69E-02,B1,7527.423484,8,8,1,A2,1,1,0,0,0,2,B2,<-,B2,768.252523,9,A1,9,0,B2,
6759.170962,1.91E-24,7.69E-02,B2,7527.423485,8,8,0,A1,1,1,0,0,0,2,B2,<-,B1,768.252523,9,A1,9,1,B1,
6759.239591,1.32E-24,3.20E-03,B1,6993.447857,10,3,7,B1,1,0,0,2,2,0,A1,<-,B2,234.208266,11,A1,3,8,B2,
6759.440432,2.31E-24,4.50E-03,B2,6966.857884,11,2,10,A1,0,1,1,1,0,0,B2,<-,B1,207.417452,10,A1,3,7,B1,
6759.47322,1.05E-24,1.45E-03,B2,6857.903548,9,1,8,B2,1,0,0,2,2,0,A1,<-,B1,98.430328,8,A1,1,7,B1,
6759.74115,2.46E-24,4.78E-03,B1,6967.121233,11,2,9,A2,0,1,1,1,0,0,B2,<-,B2,207.380083,10,A1,3,8,B2,
6759.769336,2.56E-24,6.97E-03,B2,6884.466294,5,3,2,B2,0,2,0,1,0,0,A1,<-,B1,124.696958,6,A1,3,3,B1,
6759.773128,2.57E-24,6.98E-03,B1,6884.468246,5,3,3,B1,0,2,0,1,0,0,A1,<-,B2,124.695118,6,A1,3,4,B2,
6759.818646,2.47E-24,1.09E-02,B2,7073.448065,8,5,4,B2,1,0,1,0,0,2,A1,<-,B1,313.629419,9,A1,5,5,B1,
6759.819121,2.47E-24,1.09E-02,B1,7073.448541,8,5,3,B1,1,0,1,0,0,2,A1,<-,B2,313.62942,9,A1,5,4,B2,
6759.831112,1.90E-24,1.83E-02,A1,7051.084931,10,4,6,A1,0,2,0,1,0,0,A1,<-,A2,291.253819,11,A1,4,7,A2,
6759.847328,1.95E-24,1.87E-02,A2,7051.100078,10,4,7,A2,0,2,0,1,0,0,A1,<-,A1,291.25275,11,A1,4,8,A1,
6759.951166,2.28E-24,3.95E-03,B1,6880.893156,8,0,8,A1,0,1,1,0,0,1,B1,<-,B2,120.94199,9,A1,1,8,B2,
6759.983251,6.60E-24,1.54E-02,B1,6943.058041,8,3,5,B1,0,2,0,1,0,0,A1,<-,B2,183.07479,9,A1,3,6,B2,
6760.000145,6.50E-24,1.52E-02,B2,6943.054768,8,3,6,B2,0,2,0,1,0,0,A1,<-,B1,183.054623,9,A1,3,7,B1,
6760.014376,2.01E-24,2.71E-03,B2,6873.717121,10,1,10,B2,1,0,0,2,2,0,A1,<-,B1,113.702745,9,A1,1,9,B1,
6760.609443,3.71E-24,2.83E-02,A1,6829.877199,4,2,2,A1,0,2,0,1,0,0,A1,<-,A2,69.267756,5,A1,2,3,A2,
6760.614762,1.16E-23,4.25E-02,B1,6783.865353,2,1,1,B1,0,2,0,1,0,0,A1,<-,B2,23.250591,3,A1,1,2,B2,
6760.652738,3.76E-24,2.86E-02,A2,6829.837304,4,2,3,A2,0,2,0,1,0,0,A1,<-,A1,69.184566,5,A1,2,4,A1,
6760.690879,1.41E-24,2.50E-03,B1,6996.36182,14,2,12,A1,0,1,1,0,0,1,B1,<-,B2,235.670941,13,A1,1,12,B2,
6760.84411,5.95E-24,2.67E-02,B2,7052.616651,7,4,3,A2,0,0,1,1,1,1,B1,<-,B1,291.772541,8,A1,5,3,B1,
6760.874569,5.66E-24,2.54E-02,B1,7052.647109,7,4,4,A1,0,0,1,1,1,1,B1,<-,B2,291.77254,8,A1,5,4,B2,
6760.947674,1.09E-24,8.61E-02,A1,7537.047217,13,7,6,B2,0,2,0,1,0,0,B2,<-,A2,776.099543,14,A1,8,7,A2,
6760.948525,1.09E-24,8.60E-02,A2,7537.048068,13,7,7,B1,0,2,0,1,0,0,B2,<-,A1,776.099543,14,A1,8,6,A1,
6761.001486,1.10E-23,4.00E-02,B2,6783.283523,2,1,2,B2,0,2,0,1,0,0,A1,<-,B1,22.282037,3,A1,1,3,B1,
6761.326145,1.83E-24,3.46E-03,B1,6944.400935,10,4,6,A1,0,1,1,0,0,1,B1,<-,B2,183.07479,9,A1,3,6,B2,
6761.34222,1.80E-24,3.40E-03,B2,6944.396843,10,4,7,A2,0,1,1,0,0,1,B1,<-,B1,183.054623,9,A1,3,7,B1,
6761.566413,3.34E-24,5.66E-02,A2,6768.853217,1,0,1,A2,0,2,0,1,0,0,A1,<-,A1,7.286804,2,A1,0,2,A1,
6761.692679,2.47E-24,5.04E-03,B1,6995.900945,12,2,11,A2,0,1,1,1,0,0,B2,<-,B2,234.208266,11,A1,3,8,B2,
6761.734603,1.00E-24,1.41E-03,B1,6882.676593,10,1,9,B1,1,0,0,2,2,0,A1,<-,B2,120.94199,9,A1,1,8,B2,
6762.051787,1.10E-24,2.59E-03,B2,6969.469239,9,3,6,B2,1,0,0,2,2,0,A1,<-,B1,207.417452,10,A1,3,7,B1,
6762.1545,2.67E-24,5.45E-03,B2,6996.29756,12,2,10,A1,0,1,1,1,0,0,B2,<-,B1,234.14306,11,A1,3,9,B1,
6762.267948,2.06E-24,6.39E-03,B1,6872.379389,4,3,1,B1,0,2,0,1,0,0,A1,<-,B2,110.111441,5,A1,3,2,B2,
6762.269099,2.06E-24,6.39E-03,B2,6872.379926,4,3,2,B2,0,2,0,1,0,0,A1,<-,B1,110.110827,5,A1,3,3,B1,
6762.417285,1.70E-24,7.65E-03,B1,7054.189825,7,5,3,B1,1,0,1,0,0,2,A1,<-,B2,291.77254,8,A1,5,4,B2,
6762.417384,1.71E-24,7.68E-03,B2,7054.189925,7,5,2,B2,1,0,1,0,0,2,A1,<-,B1,291.772541,8,A1,5,3,B1,
6762.488269,1.90E-24,1.77E-02,A2,7027.002826,9,4,5,A2,0,2,0,1,0,0,A1,<-,A1,264.514557,10,A1,4,6,A1,
6762.49691,1.94E-24,1.81E-02,A1,7027.010967,9,4,6,A1,0,2,0,1,0,0,A1,<-,A2,264.514057,10,A1,4,7,A2,
6762.507155,1.36E-24,2.66E-03,B2,7032.979073,15,2,13,A2,0,1,1,0,0,1,B1,<-,B1,270.471918,14,A1,1,13,B1,
6762.50925,6.42E-24,1.53E-02,B2,6923.685297,7,3,4,B2,0,2,0,1,0,0,A1,<-,B1,161.176047,8,A1,3,5,B1,
6762.519212,6.35E-24,1.51E-02,B1,6923.685159,7,3,5,B1,0,2,0,1,0,0,A1,<-,B2,161.165947,8,A1,3,6,B2,
6762.780679,1.99E-24,2.76E-03,B1,6899.877909,11,1,11,B1,1,0,0,2,2,0,A1,<-,B2,137.09723,10,A1,1,10,B2,
6762.932289,1.18E-24,2.38E-03,B2,7051.688512,16,2,15,A2,0,1,1,0,0,1,B1,<-,B1,288.756223,15,A1,1,15,B1,
6763.056467,2.83E-24,2.61E-02,A2,6820.136146,3,2,1,A2,0,2,0,1,0,0,A1,<-,A1,57.079679,4,A1,2,2,A1,
6763.078825,2.84E-24,2.63E-02,A1,6820.122799,3,2,2,A1,0,2,0,1,0,0,A1,<-,A2,57.043974,4,A1,2,3,A2,
6763.099666,6.75E-24,3.97E-02,B2,6778.820871,1,1,0,B2,0,2,0,1,0,0,A1,<-,B1,15.721205,2,A1,1,1,B1,
6763.382829,6.33E-24,3.71E-02,B1,6778.619721,1,1,1,B1,0,2,0,1,0,0,A1,<-,B2,15.236892,2,A1,1,2,B2,
6763.457125,1.12E-24,8.11E-02,A2,7505.621499,12,7,5,B1,0,2,0,1,0,0,B2,<-,A1,742.164374,13,A1,8,6,A1,
6763.457365,1.12E-24,8.10E-02,A1,7505.621739,12,7,6,B2,0,2,0,1,0,0,B2,<-,A2,742.164374,13,A1,8,5,A2,
6763.459263,2.52E-24,4.43E-03,B2,6861.889591,7,0,7,A2,0,1,1,0,0,1,B1,<-,B1,98.430328,8,A1,1,7,B1,
6763.489276,7.10E-24,3.36E-02,B1,7035.834443,6,4,2,A1,0,0,1,1,1,1,B1,<-,B2,272.345167,7,A1,5,2,B2,
6763.494725,7.08E-24,3.35E-02,B2,7035.839892,6,4,3,A2,0,0,1,1,1,1,B1,<-,B1,272.345167,7,A1,5,3,B1,
6763.693752,1.51E-24,2.95E-03,B2,6971.111204,11,4,7,A2,0,1,1,0,0,1,B1,<-,B1,207.417452,10,A1,3,7,B1,
6763.723561,1.46E-24,2.84E-03,B1,6971.103644,11,4,8,A1,0,1,1,0,0,1,B1,<-,B2,207.380083,10,A1,3,8,B2,
6763.878396,2.54E-24,5.52E-03,B2,7027.330689,13,2,12,A1,0,1,1,1,0,0,B2,<-,B1,263.452293,12,A1,3,9,B1,
6764.000666,1.70E-24,8.45E-02,A1,6766.430415,0,0,0,A1,0,2,0,1,0,0,A1,<-,A2,2.429749,1,A1,0,1,A2,
6764.365376,1.25E-24,2.77E-03,B1,7072.060188,16,2,14,A1,0,1,1,0,0,1,B1,<-,B2,307.694812,15,A1,1,14,B2,
6764.429824,1.08E-24,1.83E-03,B2,6825.296713,6,1,6,B2,0,2,0,1,0,0,A1,<-,B1,60.866889,6,A1,1,5,B1,
6764.560004,2.80E-24,6.09E-03,B1,7027.904024,13,2,11,A2,0,1,1,1,0,0,B2,<-,B2,263.34402,12,A1,3,10,B2,
6764.767922,1.20E-24,4.51E-03,B2,6862.727261,3,3,0,B2,0,2,0,1,0,0,A1,<-,B1,97.959339,4,A1,3,1,B1,
6764.768156,1.20E-24,4.51E-03,B1,6862.727341,3,3,1,B1,0,2,0,1,0,0,A1,<-,B2,97.959185,4,A1,3,2,B2,
6765.009904,5.94E-24,1.49E-02,B1,6906.727628,6,3,3,B1,0,2,0,1,0,0,A1,<-,B2,141.717724,7,A1,3,4,B2,
6765.014197,1.00E-24,4.73E-03,B1,7037.359364,6,5,1,B1,1,0,1,0,0,2,A1,<-,B2,272.345167,7,A1,5,2,B2,
6765.015469,5.88E-24,1.47E-02,B2,6906.728596,6,3,4,B2,0,2,0,1,0,0,A1,<-,B1,141.713127,7,A1,3,5,B1,
6765.115834,1.77E-24,1.65E-02,A1,7005.325665,8,4,4,A1,0,2,0,1,0,0,A1,<-,A2,240.209831,9,A1,4,5,A2,
6765.122853,1.85E-24,1.72E-02,A2,7005.332469,8,4,5,A2,0,2,0,1,0,0,A1,<-,A1,240.209616,9,A1,4,6,A1,
6765.433265,1.59E-24,2.29E-03,B2,6928.243958,12,1,12,B2,1,0,0,2,2,0,A1,<-,B1,162.810693,11,A1,1,11,B1,
6765.467742,1.34E-24,2.49E-03,B1,6811.294317,5,1,5,B1,0,2,0,1,0,0,A1,<-,B2,45.826575,5,A1,1,4,B2,
6765.496448,1.65E-24,2.04E-02,A1,6812.837144,2,2,0,A1,0,2,0,1,0,0,A1,<-,A2,47.340696,3,A1,2,1,A2,
6765.505682,1.66E-24,2.05E-02,A2,6812.834467,2,2,1,A2,0,2,0,1,0,0,A1,<-,A1,47.328785,3,A1,2,2,A1,
6765.626438,1.11E-24,1.66E-02,A2,7227.144226,15,3,13,B1,0,2,0,1,0,0,B2,<-,A1,461.517788,16,A1,4,12,A1,
6765.978811,2.51E-24,5.94E-03,B1,7061.134321,14,2,13,A2,0,1,1,1,0,0,B2,<-,B2,295.15551,13,A1,3,10,B2,
6766.021585,1.10E-24,7.42E-02,A1,7476.673629,11,7,4,B2,0,1,1,1,0,0,B2,<-,A2,710.652044,12,A1,8,5,A2,
6766.021644,1.10E-24,7.42E-02,A2,7476.673688,11,7,5,B1,0,1,1,1,0,0,B2,<-,A1,710.652044,12,A1,8,4,A1,
6766.058971,1.21E-24,2.48E-03,B1,7000.267237,12,4,8,A1,0,1,1,0,0,1,B1,<-,B2,234.208266,11,A1,3,8,B2,
6766.095428,8.13E-24,4.18E-02,B2,7021.442387,5,4,1,A2,0,0,1,1,1,1,B1,<-,B1,255.346959,6,A1,5,1,B1,
6766.096366,8.13E-24,4.18E-02,B1,7021.443325,5,4,2,A1,0,0,1,1,1,1,B1,<-,B2,255.346959,6,A1,5,2,B2,
6766.111562,1.13E-24,2.30E-03,B2,7000.254622,12,4,9,A2,0,1,1,0,0,1,B1,<-,B1,234.14306,11,A1,3,9,B1,
6766.336797,1.70E-24,3.64E-03,B2,6799.62343,4,1,4,B2,0,2,0,1,0,0,A1,<-,B1,33.286633,4,A1,1,3,B1,
6766.811142,2.67E-24,4.91E-03,B1,6845.214364,6,0,6,A1,0,1,1,0,0,1,B1,<-,B2,78.403222,7,A1,1,6,B2,
6766.944815,2.81E-24,6.64E-03,B2,7061.927903,14,2,12,A1,0,1,1,1,0,0,B2,<-,B1,294.983088,13,A1,3,11,B1,
6767.035202,2.26E-24,5.92E-03,B1,6790.285793,3,1,3,B1,0,2,0,1,0,0,A1,<-,B2,23.250591,3,A1,1,2,B2,
6767.487897,5.12E-24,1.40E-02,B2,6892.184855,5,3,2,B2,0,2,0,1,0,0,A1,<-,B1,124.696958,6,A1,3,3,B1,
6767.491463,5.02E-24,1.37E-02,B1,6892.186581,5,3,3,B1,0,2,0,1,0,0,A1,<-,B2,124.695118,6,A1,3,4,B2,
6767.562318,3.28E-24,1.16E-02,B2,6783.283523,2,1,2,B2,0,2,0,1,0,0,A1,<-,B1,15.721205,2,A1,1,1,B1,
6767.725207,1.68E-24,1.59E-02,A1,6986.063675,7,4,4,A1,0,2,0,1,0,0,A1,<-,A2,218.338468,8,A1,4,5,A2,
6767.727805,1.66E-24,1.57E-02,A2,6986.066356,7,4,3,A2,0,2,0,1,0,0,A1,<-,A1,218.338551,8,A1,4,4,A1,
6767.747357,1.34E-24,1.77E-02,A1,7190.330935,14,3,12,B2,0,2,0,1,0,0,B2,<-,A2,422.583578,15,A1,4,11,A2,
6767.810336,1.05E-24,3.50E-03,B2,7133.384266,14,3,12,B2,1,0,1,0,0,2,A1,<-,B1,365.57393,15,A1,3,13,B1,
6767.903725,1.24E-24,1.64E-02,A2,7190.474855,14,3,11,B1,0,2,0,1,0,0,B2,<-,A1,422.57113,15,A1,4,12,A1,
6767.919217,6.00E-24,3.45E-02,B1,6778.619721,1,1,1,B1,0,2,0,1,0,0,A1,<-,B2,10.700504,1,A1,1,0,B2,
6767.974197,2.39E-24,6.25E-03,B2,7097.299085,15,2,14,A1,0,1,1,1,0,0,B2,<-,B1,329.324888,14,A1,3,11,B1,
6768.111358,1.06E-24,1.63E-03,B1,6958.949607,13,1,13,B1,1,0,0,2,2,0,A1,<-,B2,190.838249,12,A1,1,12,B2,
6768.167723,1.23E-24,3.51E-03,B2,7115.492025,15,2,13,A2,0,1,1,0,0,1,B1,<-,B1,347.324302,16,A1,1,15,B1,
6768.28181,6.86E-24,3.94E-02,B2,6778.820871,1,1,0,B2,0,2,0,1,0,0,A1,<-,B1,10.539061,1,A1,1,1,B1,
6768.628461,3.73E-24,1.31E-02,B1,6783.865353,2,1,1,B1,0,2,0,1,0,0,A1,<-,B2,15.236892,2,A1,1,2,B2,
6768.634069,1.05E-24,6.75E-02,A2,7450.196868,10,7,3,B1,0,1,1,1,0,0,B2,<-,A1,681.562799,11,A1,8,4,A1,
6768.634081,1.05E-24,6.75E-02,A1,7450.19688,10,7,4,B2,0,1,1,1,0,0,B2,<-,A2,681.562799,11,A1,8,3,A2,
6768.669551,9.05E-24,5.30E-02,B1,7009.447172,4,4,0,A1,0,0,1,1,1,1,B1,<-,B2,240.777621,5,A1,5,0,B2,
6768.669651,9.05E-24,5.30E-02,B2,7009.447272,4,4,1,A2,0,0,1,1,1,1,B1,<-,B1,240.777621,5,A1,5,1,B1,
6768.853217,1.70E-24,2.78E-02,A2,6768.853217,1,0,1,A2,0,2,0,1,0,0,A1,<-,A1,0,0,A1,0,0,A1,
6769.148566,2.52E-24,6.57E-03,B2,6791.430603,3,1,2,B2,0,2,0,1,0,0,A1,<-,B1,22.282037,3,A1,1,3,B1,
6769.282561,2.65E-24,6.93E-03,B1,7098.342538,15,2,13,A2,0,1,1,1,0,0,B2,<-,B2,329.059977,14,A1,3,12,B2,
6769.341438,1.21E-24,1.76E-02,B1,7423.828563,13,6,7,A2,1,1,0,0,0,2,B2,<-,B2,654.487125,14,A1,7,8,B2,
6769.362354,1.23E-24,1.80E-02,B2,7423.849479,13,6,8,A1,1,1,0,0,0,2,B2,<-,B1,654.487125,14,A1,7,7,B1,
6769.740037,1.01E-24,4.65E-03,B1,7134.373305,10,5,5,B1,0,2,0,1,0,0,A1,<-,B2,364.633268,11,A1,5,6,B2,
6769.740125,1.01E-24,4.65E-03,B2,7134.373383,10,5,6,B2,0,2,0,1,0,0,A1,<-,B1,364.633258,11,A1,5,7,B1,
6769.84218,1.86E-24,3.94E-03,B1,6801.514785,4,1,3,B1,0,2,0,1,0,0,A1,<-,B2,31.672605,4,A1,1,4,B2,
6769.842854,2.19E-24,6.43E-03,B1,7135.811287,16,2,15,A2,0,1,1,1,0,0,B2,<-,B2,365.968433,15,A1,3,12,B2,
6769.895059,1.60E-24,1.90E-02,A2,7155.987086,13,3,11,B1,0,2,0,1,0,0,B2,<-,A1,386.092027,14,A1,4,10,A1,
6769.946096,3.89E-24,1.21E-02,B2,6880.056923,4,3,2,B2,0,2,0,1,0,0,A1,<-,B1,110.110827,5,A1,3,3,B1,
6769.946321,3.92E-24,1.22E-02,B1,6880.057762,4,3,1,B1,0,2,0,1,0,0,A1,<-,B2,110.111441,5,A1,3,2,B2,
6770.008774,1.52E-24,1.80E-02,A1,7156.093574,13,3,10,B2,0,2,0,1,0,0,B2,<-,A2,386.0848,14,A1,4,11,A2,
