vibrational_f	angmom_total_f	vibrational_i	angmom_total_i	transition_wavenumber	unc	lambda	unc	einstein_coefficient	unc	Atot	energy_f	unc	Tu	degeneracy
8	2	0	4	25877.500205	0.005	0.38643609	7E-08	4.17E-11	4.17E-11	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	0	2	26691.924518	0.005	0.374645148	7E-08	9.69E-13	9.72E-13	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	0	0	27046.297652	0.005	0.369736373	7E-08	1.37E-11	1.37E-11	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	1	4	21774.918106	0.004	0.459243977	8E-08	2.81E-10	2.81E-10	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	1	2	22548.459129	0.004	0.443489284	8E-08	9.26E-11	9.26E-11	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	1	0	22885.131431	0.004	0.436964936	8E-08	3.4E-10	3.4E-10	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	2	4	17906.399911	0.003	0.558459548	1E-07	4.93E-10	4.93E-10	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	2	2	18639.936646	0.003	0.53648251	9E-08	1.86E-09	1.86E-09	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	2	0	18959.294893	0.003	0.527445776	9E-08	3.89E-09	3.89E-09	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	3	4	14267.482111	0.002	0.700894518	1E-07	8.96E-11	8.96E-11	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	3	2	14961.600392	0.002	0.668377696	1E-07	1.85E-08	1.85E-08	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	3	0	15263.906561	0.002	0.655140279	1E-07	2.77E-08	2.77E-08	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	4	4	10855.59465	0.002	0.921183991	2E-07	2.79E-08	2.79E-08	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	4	2	11510.554053	0.002	0.868767911	1E-07	1.24E-07	1.24E-07	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	4	0	11795.931666	0.002	0.847749909	1E-07	1.44E-07	1.44E-07	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	5	4	7670.268706	0.001	1.303735291	2E-07	3.82E-07	3.82E-07	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	5	2	8285.953642	0.001	1.206861688	2E-07	5.71E-07	5.71E-07	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	5	0	8554.367583	0.001	1.168993488	2E-07	5.33E-07	5.33E-07	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	6	4	4713.441285	0.0007	2.121592144	3E-07	1.15E-06	1.15E-06	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	6	2	5289.290243	0.0007	1.890612831	2E-07	1.02E-06	1.03E-06	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	6	0	5540.517614	0.0007	1.804885517	2E-07	8.06E-07	8.06E-07	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	7	4	1989.889962	0.0003	5.02540351	8E-07	1.26E-07	1.26E-07	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	7	2	2524.793464	0.0003	3.960720012	5E-07	9.16E-08	1.03E-07	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	7	0	2758.381725	0.0003	3.625314042	4E-07	5.72E-08	5.72E-08	5.11E-06	-9071.771802	0.005	38913.6	5
8	2	8	0	215.20637	5E-06	46.467026046	1E-06	6.76E-12	6.76E-12	5.11E-06	-9071.771802	0.005	38913.6	5
8	3	0	5	25518.723242	0.005	0.391869135	7E-08	5.54E-11	5.54E-11	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	0	3	26553.393941	0.005	0.376599693	7E-08	1.14E-12	1.15E-12	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	0	1	27140.425974	0.005	0.368454055	7E-08	4.52E-11	4.52E-11	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	1	5	21444.990936	0.004	0.46630936	9E-08	4.53E-10	4.53E-10	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	1	3	22427.521238	0.004	0.44588075	8E-08	9.34E-11	9.35E-11	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	1	1	22985.172114	0.004	0.43506309	8E-08	8.88E-10	8.88E-10	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	2	5	17604.715459	0.003	0.56802963	1E-07	1.34E-09	1.34E-09	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	2	3	18536.210644	0.003	0.53948459	9E-08	1.81E-09	1.81E-09	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	2	1	19065.118355	0.003	0.524518118	9E-08	8.49E-09	8.49E-09	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	3	5	13993.644432	0.002	0.714610125	1E-07	7.18E-10	7.18E-10	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	3	3	14874.830786	0.002	0.672276555	1E-07	1.76E-08	1.76E-08	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	3	1	15375.424764	0.002	0.650388536	1E-07	5.28E-08	5.28E-08	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	4	5	10609.443668	0.002	0.942556491	2E-07	8.35E-09	8.35E-09	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	4	3	11440.624621	0.002	0.87407815	1E-07	1.16E-07	1.17E-07	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	4	1	11913.102635	0.002	0.83941189	1E-07	2.43E-07	2.43E-07	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	5	5	7451.916779	0.001	1.341936618	2E-07	2.43E-07	2.43E-07	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	5	3	8232.908076	0.001	1.214637636	2E-07	5.33E-07	5.33E-07	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	5	1	8677.202081	0.001	1.152445213	2E-07	7.94E-07	7.94E-07	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	6	5	4523.32625	0.0007	2.210762489	3E-07	8.81E-07	8.81E-07	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	6	3	5253.361988	0.0007	1.903542916	2E-07	9.37E-07	9.4E-07	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	6	1	5669.088783	0.0007	1.763951912	2E-07	1.06E-06	1.06E-06	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	7	5	1828.852004	0.0003	5.467911005	9E-07	9.21E-08	9.21E-08	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	7	3	2506.448687	0.0003	3.989708647	5E-07	8.07E-08	1.03E-07	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	7	1	2892.838917	0.0003	3.456811902	4E-07	5.65E-08	5.65E-08	5.16E-06	-8859.156667	0.005	39219.5	21
8	3	8	1	355.795153	9E-06	28.106060231	7E-07	1.07E-10	1.07E-10	5.16E-06	-8859.156667	0.005	39219.5	21
8	4	0	6	25123.552649	0.005	0.398032879	8E-08	6.63E-11	6.63E-11	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	0	4	26369.652215	0.005	0.379223811	7E-08	1.45E-12	1.46E-12	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	0	2	27184.076528	0.005	0.367862413	7E-08	9.84E-11	9.84E-11	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	1	6	21084.060865	0.004	0.474291934	9E-08	6.11E-10	6.11E-10	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	1	4	22267.070116	0.004	0.449093659	8E-08	1.02E-10	1.02E-10	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	1	2	23040.611139	0.004	0.434016265	8E-08	1.68E-09	1.68E-09	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	2	6	17277.321045	0.003	0.578793435	1E-07	2.3E-09	2.3E-09	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	2	4	18398.551921	0.003	0.543521036	9E-08	1.85E-09	1.85E-09	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	2	2	19132.088656	0.003	0.522682086	9E-08	1.44E-08	1.44E-08	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	3	6	13699.336121	0.002	0.72996238	1E-07	3.15E-09	3.15E-09	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	3	4	14759.634121	0.002	0.67752357	1E-07	1.76E-08	1.76E-08	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	3	2	15453.752402	0.002	0.647092029	1E-07	8.11E-08	8.11E-08	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	4	6	10348.058186	0.002	0.966364879	2E-07	8.6E-10	8.6E-10	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	4	4	11347.74666	0.002	0.881232222	1E-07	1.15E-07	1.15E-07	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	4	2	12002.706063	0.002	0.833145455	1E-07	3.37E-07	3.37E-07	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	5	6	7223.622917	0.001	1.384346901	2E-07	1.53E-07	1.53E-07	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	5	4	8162.420716	0.001	1.225126754	2E-07	5.18E-07	5.18E-07	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	5	2	8778.105652	0.001	1.139197954	2E-07	9.88E-07	9.88E-07	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	6	6	4328.691464	0.0007	2.31016696	4E-07	6.79E-07	6.79E-07	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	6	4	5205.593295	0.0007	1.921010619	2E-07	8.88E-07	8.93E-07	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	6	2	5781.442253	0.0007	1.72967221	2E-07	1.16E-06	1.16E-06	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	7	6	1668.939379	0.0003	5.991829377	1E-06	6.57E-08	6.57E-08	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	7	4	2482.041972	0.0003	4.028940732	5E-07	7.28E-08	1.09E-07	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	7	2	3016.945474	0.0003	3.314610783	3E-07	3.99E-08	3.99E-08	5.19E-06	-8579.619792	0.005	39621.7	9
8	4	8	2	492.15201	1E-05	20.318925447	5E-07	5.92E-10	5.92E-10	5.19E-06	-8579.619792	0.005	39621.7	9
8	5	0	7	24694.199864	0.005	0.404953392	8E-08	7.38E-11	7.38E-11	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	0	5	26141.480823	0.005	0.3825338	7E-08	1.89E-12	1.91E-12	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	0	3	27176.151522	0.005	0.367969688	7E-08	1.75E-10	1.75E-10	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	1	7	20694.144636	0.004	0.483228477	9E-08	7.37E-10	7.37E-10	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	1	5	22067.748517	0.004	0.453149989	8E-08	1.12E-10	1.13E-10	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	1	3	23050.278818	0.004	0.433834232	8E-08	2.73E-09	2.73E-09	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	2	7	16926.0525	0.003	0.59080521	1E-07	3.2E-09	3.2E-09	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	2	5	18227.473039	0.003	0.5486224	9E-08	1.93E-09	1.93E-09	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	2	3	19158.968224	0.003	0.521948775	9E-08	2.15E-08	2.15E-08	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	3	7	13386.227041	0.002	0.747036485	1E-07	6.34E-09	6.34E-09	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	3	5	14616.402012	0.002	0.684162901	1E-07	1.79E-08	1.79E-08	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	3	3	15497.588366	0.002	0.645261686	1E-07	1.12E-07	1.12E-07	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	4	7	10072.959004	0.002	0.992756944	2E-07	4.83E-10	4.83E-10	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	4	5	11232.201249	0.002	0.890297438	1E-07	1.15E-07	1.15E-07	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	4	3	12063.382202	0.002	0.828954918	1E-07	4.28E-07	4.28E-07	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	5	7	6986.778936	0.001	1.431274711	2E-07	9.26E-08	9.26E-08	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	5	5	8074.674359	0.001	1.238440036	2E-07	5.1E-07	5.11E-07	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	5	3	8855.665656	0.001	1.12922059	2E-07	1.14E-06	1.14E-06	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	6	7	4130.824891	0.0007	2.420823991	4E-07	5.22E-07	5.22E-07	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	6	5	5146.083831	0.0007	1.943225242	2E-07	8.47E-07	8.54E-07	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	6	3	5876.119568	0.0007	1.701803356	2E-07	1.17E-06	1.17E-06	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	7	7	1511.369484	0.0003	6.616515753	1E-06	4.49E-08	4.49E-08	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	7	5	2451.609585	0.0003	4.078952889	5E-07	6.5E-08	1.19E-07	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	7	3	3129.206268	0.0003	3.195698571	3E-07	1.9E-08	1.9E-08	5.18E-06	-8236.399086	0.005	40115.5	33
8	5	8	3	622.75758	2E-05	16.057612659	4E-07	2E-09	2E-09	5.18E-06	-8236.399086	0.005	40115.5	33
8	6	0	8	24232.752636	0.005	0.412664634	8E-08	7.79E-11	7.79E-11	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	0	6	25869.798662	0.005	0.386551134	7E-08	2.46E-12	2.49E-12	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	0	4	27115.898227	0.005	0.368787341	7E-08	2.75E-10	2.75E-10	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	1	8	20277.113275	0.004	0.493166846	9E-08	8.27E-10	8.27E-10	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	1	6	21830.306878	0.004	0.458078764	8E-08	1.25E-10	1.26E-10	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	1	4	23013.316129	0.004	0.434531032	7E-08	4.02E-09	4.02E-09	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	2	8	16552.580744	0.003	0.604135401	1E-07	3.95E-09	3.95E-09	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	2	6	18023.567058	0.003	0.554829128	9E-08	2.03E-09	2.04E-09	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	2	4	19144.797934	0.003	0.522335103	9E-08	2.96E-08	2.96E-08	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	3	8	13055.806085	0.002	0.765942749	1E-07	9.61E-09	9.61E-09	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	3	6	14445.582134	0.002	0.692253168	1E-07	1.83E-08	1.84E-08	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	3	4	15505.880133	0.002	0.644916633	1E-07	1.44E-07	1.44E-07	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	4	8	9785.473562	0.002	1.021922949	2E-07	4.09E-09	4.09E-09	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	4	6	11094.304199	0.002	0.901363422	1E-07	1.16E-07	1.16E-07	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	4	4	12093.992673	0.002	0.826856793	1E-07	5.12E-07	5.12E-07	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	5	8	6742.575446	0.001	1.483112808	2E-07	5.35E-08	5.35E-08	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	5	6	7969.86893	0.001	1.254725779	2E-07	5.04E-07	5.05E-07	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	5	4	8908.666728	0.001	1.122502424	2E-07	1.23E-06	1.23E-06	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	6	8	3930.81145	0.0006	2.544003987	4E-07	3.99E-07	3.99E-07	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	6	6	5074.937476	0.0007	1.970467626	2E-07	8.05E-07	8.15E-07	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	6	4	5951.839308	0.0007	1.680152888	2E-07	1.1E-06	1.1E-06	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	7	8	1357.163343	0.0003	7.368309829	1E-06	2.92E-08	2.92E-08	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	7	6	2415.185391	0.0003	4.1404689	5E-07	5.71E-08	1.32E-07	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	7	4	3228.287985	0.0003	3.09761708	3E-07	3.21E-09	3.21E-09	5.12E-06	-7833.37378	0.005	40695.4	13
8	6	8	4	746.246013	2E-05	13.400406603	4E-07	5.03E-09	5.03E-09	5.12E-06	-7833.37378	0.005	40695.4	13
8	7	0	9	23741.131096	0.005	0.421209923	8E-08	7.91E-11	7.91E-11	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	0	7	25555.623502	0.005	0.391303307	7E-08	3.19E-12	3.23E-12	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	0	5	27002.904461	0.005	0.370330533	7E-08	3.95E-10	3.95E-10	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	1	9	19834.652979	0.004	0.504168135	9E-08	8.81E-10	8.81E-10	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	1	7	21555.568274	0.004	0.463917252	8E-08	1.41E-10	1.42E-10	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	1	5	22929.172155	0.004	0.436125645	7E-08	5.48E-09	5.48E-09	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	2	9	16158.377577	0.003	0.618874015	1E-07	4.52E-09	4.52E-09	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	2	7	17787.476138	0.003	0.562193305	9E-08	2.16E-09	2.17E-09	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	2	5	19088.896677	0.003	0.523864746	9E-08	3.83E-08	3.83E-08	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	3	9	12709.352038	0.002	0.786822174	1E-07	1.26E-08	1.26E-08	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	3	7	14247.650679	0.002	0.7018701	1E-07	1.89E-08	1.9E-08	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	3	5	15477.82565	0.002	0.646085582	1E-07	1.76E-07	1.76E-07	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	4	9	9486.712164	0.002	1.054105978	2E-07	9.53E-09	9.53E-09	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	4	7	10934.382642	0.002	0.914546374	1E-07	1.18E-07	1.18E-07	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	4	5	12093.624887	0.002	0.826881939	1E-07	5.84E-07	5.84E-07	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	5	9	6491.983949	0.001	1.540361171	3E-07	2.91E-08	2.91E-08	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	5	7	7848.202575	0.001	1.2741771	2E-07	4.99E-07	5E-07	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	5	5	8936.097998	0.001	1.119056662	1E-07	1.28E-06	1.28E-06	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	6	9	3729.521903	0.0006	2.681308827	4E-07	3.02E-07	3.02E-07	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	6	7	4992.248529	0.0006	2.003105403	2E-07	7.6E-07	7.74E-07	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	6	5	6007.507469	0.0007	1.664583865	2E-07	9.76E-07	9.76E-07	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	7	9	1207.142927	0.0003	8.284023189	2E-06	1.79E-08	1.79E-08	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	7	7	2372.793123	0.0003	4.214442424	4E-07	4.9E-08	1.46E-07	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	7	5	3313.033223	0.0003	3.018382047	2E-07	1.6E-09	1.6E-09	5.01E-06	-7374.975448	0.005	41354.9	45
8	7	8	5	861.423638	2E-05	11.608690032	3E-07	1.03E-08	1.03E-08	5.01E-06	-7374.975448	0.005	41354.9	45
8	8	0	10	23221.048849	0.004	0.430643769	8E-08	7.79E-11	7.79E-11	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	0	8	25200.026148	0.005	0.396824985	7E-08	4.08E-12	4.13E-12	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	0	6	26837.072174	0.005	0.372618888	7E-08	5.3E-10	5.3E-10	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	1	10	19368.231459	0.004	0.516309402	1E-07	9.03E-10	9.03E-10	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	1	8	21244.386787	0.004	0.470712575	8E-08	1.59E-10	1.6E-10	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	1	6	22797.58039	0.004	0.438643041	7E-08	7.04E-09	7.04E-09	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	2	10	15744.687322	0.003	0.635134874	1E-07	4.91E-09	4.91E-09	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	2	8	17519.854256	0.003	0.570781004	1E-07	2.31E-09	2.32E-09	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	2	6	18990.840569	0.003	0.526569636	8E-08	4.7E-08	4.7E-08	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	3	10	12347.91068	0.002	0.809853607	1E-07	1.5E-08	1.5E-08	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	3	8	14023.079596	0.002	0.713110122	1E-07	1.96E-08	1.97E-08	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	3	6	15412.855646	0.002	0.648809035	1E-07	2.05E-07	2.05E-07	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	4	10	9177.550868	0.002	1.089615317	2E-07	1.53E-08	1.53E-08	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	4	8	10752.747074	0.002	0.929994906	1E-07	1.2E-07	1.2E-07	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	4	6	12061.57771	0.002	0.829078935	1E-07	6.39E-07	6.39E-07	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	5	10	6235.746156	0.001	1.603657325	3E-07	1.46E-08	1.46E-08	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	5	8	7709.848958	0.001	1.297042271	2E-07	4.93E-07	4.94E-07	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	5	6	8937.142441	0.001	1.118925883	1E-07	1.28E-06	1.28E-06	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	6	10	3527.60977	0.0006	2.834780674	5E-07	2.27E-07	2.27E-07	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	6	8	4898.084961	0.0006	2.041614239	2E-07	7.12E-07	7.29E-07	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	6	6	6042.210988	0.0006	1.655023305	2E-07	8.06E-07	8.06E-07	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	7	10	1061.937912	0.0002	9.416746391	2E-06	1.03E-08	1.03E-08	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	7	8	2324.436854	0.0002	4.302117299	4E-07	4.09E-08	1.63E-07	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	7	6	3382.458903	0.0002	2.956429121	2E-07	2.21E-08	2.21E-08	4.84E-06	-6866.100268	0.005	42087.1	17
8	8	8	6	967.273512	3E-05	10.338337477	3E-07	1.83E-08	1.83E-08	4.84E-06	-6866.100268	0.005	42087.1	17
8	9	0	11	22673.976895	0.004	0.441034233	9E-08	7.51E-11	7.51E-11	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	0	9	24804.077548	0.004	0.40315952	7E-08	5.12E-12	5.19E-12	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	0	7	26618.569954	0.005	0.375677582	7E-08	6.73E-10	6.73E-10	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	1	11	18879.067361	0.004	0.529687183	1E-07	8.98E-10	8.98E-10	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	1	9	20897.599431	0.004	0.478523863	9E-08	1.79E-10	1.8E-10	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	1	7	22618.514726	0.004	0.442115679	7E-08	8.62E-09	8.62E-09	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	2	11	15312.501772	0.003	0.653061149	1E-07	5.11E-09	5.11E-09	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	2	9	17221.324029	0.003	0.580675445	1E-07	2.47E-09	2.48E-09	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	2	7	18850.42259	0.003	0.530492086	8E-08	5.52E-08	5.52E-08	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	3	11	11972.275416	0.002	0.83526311	2E-07	1.68E-08	1.68E-08	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	3	9	13772.29849	0.002	0.726095213	1E-07	2.03E-08	2.04E-08	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	3	7	15310.597131	0.002	0.65314239	1E-07	2.3E-07	2.3E-07	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	4	11	8858.618214	0.002	1.128844224	2E-07	2.05E-08	2.05E-08	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	4	9	10549.658616	0.002	0.947897971	1E-07	1.22E-07	1.22E-07	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	4	7	11997.329094	0.002	0.833518854	1E-07	6.73E-07	6.73E-07	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	5	11	5974.367628	0.001	1.673817318	3E-07	6.64E-09	6.64E-09	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	5	9	7554.9304	0.001	1.323638931	2E-07	4.86E-07	4.87E-07	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	5	7	8911.149026	0.001	1.122189739	1E-07	1.22E-06	1.22E-06	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	6	11	3325.513445	0.0005	3.007054449	5E-07	1.69E-07	1.69E-07	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	6	9	4792.468355	0.0006	2.086607414	2E-07	6.59E-07	6.82E-07	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	6	7	6055.194981	0.0006	1.651474483	2E-07	6.14E-07	6.14E-07	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	7	11	921.999387	0.0002	10.845994196	2E-06	5.51E-09	5.51E-09	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	7	9	2270.089378	0.0002	4.405112899	4E-07	3.31E-08	1.8E-07	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	7	7	3435.739575	0.0002	2.910581487	2E-07	7.03E-08	7.03E-08	4.62E-06	-6312.028996	0.005	42884.2	57
8	9	8	7	1062.946452	4E-05	9.407811636	3E-07	2.87E-08	2.87E-08	4.62E-06	-6312.028996	0.005	42884.2	57
8	10	0	12	22101.107566	0.004	0.452466012	9E-08	7.1E-11	7.1E-11	4.37E-06	-5718.360328	0.005	43738.4	21
8	10	0	10	24368.78879	0.004	0.410360978	7E-08	6.33E-12	6.42E-12	4.37E-06	-5718.360328	0.005	43738.4	21
8	10	0	8	26347.766088	0.005	0.379538818	7E-08	8.17E-10	8.17E-10	4.37E-06	-5718.360328	0.005	43738.4	21
8	10	1	12	18368.09974	0.003	0.544422131	1E-07	8.74E-10	8.74E-10	4.37E-06	-5718.360328	0.005	43738.4	21
